text,labels,source
"Это может показаться странным , но она так умела уверить и донести свой взгляд на мир , что очень много девочек действительно поверили в эту светлость отношений и донесли ее до брака .",[2],lj
"Я , что удивительно , даже стала иногда рисовать в своём воображении сцены а ля Тарантино .",[2],lj
"Как-то ходила , читала на столбах или под ногами иногда простые , иногда экзотические имена с номерами телефонов , удивляясь широкому рынку .",[2],lj
"Итак , 19 - ого сентября в клубе Б - 2 состоится премьера клипа "" Суета сует "" по одноименной песне команды "" Несчастный случай "" !!!",[0],lj
"Этот скандальный , одновременно предвзятый и циничный , шантаж длится уже более четверти века !",[4],lj
"Моя злость на него , если что-то не по моему , имеет отношение , только ко мне , он здесь не при чем !",[4],lj
Каждая личность удивительна .,[2],lj
"Джованни , мучительно одержим страстью к родной сестре : Неужто так непоправима та беда , Что брат родной я Аннабелле ?",[2],lj
"Алина заулыбалась еще шире ,– почему-то я даже не нахожу это странным , что кот может разговаривать .",[0],lj
"« Убирайтесь в Берлин ! », в то время как этот самый Берлин своими военными действиями неизменно ввергал в панику наших потенциальных избирателей в самый решающий момент избирательной компании .",[4],lj
"Если Вы уходите , случаются две вещи , одна за другой : ПАНИКА !",[3],lj
"Этот месяц стал одним из самых чудовищных для нас , рексистов .",[1],lj
Он дал работу миллионам отчаявшихся безработных .,[0],lj
"Так и легла спать с жутко ноющей от боли раной , но спать не могла , всю ночь мучилась .",[1],lj
"я в Семёнове была впервые в апреле этого года ( с авторским вечером - концертом ), и осталась в восторге от поездки .",[0],lj
"Потом удивлялся , что у других разбирательство заняло энное время .",[2],lj
Забавные житейские истории на тему в комментариях также приветствуются !,[0],lj
"- Хорошо , что просто сидят - дракон после сытного обеда был "" сама доброжелательность ""- Не понял , а что они вообще должны делать ?",[0 2],lj
"Подруга напутствовала : он странный , нужно привыкнуть , пока будешь привыкать , не долбани его со злостью об батарею .",[4],lj
"Все дети , конечно , смеялись из этих « выборов » .",[0],lj
"Он приходил в ужас , слыша скабрезные шутки , к которым склонны многие мужчины , особенно , мелкие натуры .",[3],lj
"- Что же ты ,- сурово сказал командир .",[4],lj
Мы не должны бояться смерти за Христа »- ВК . ),[3],lj
"И странно , почему вас до сих пор не истребили лучшие в мире ракеты утренней свежести , это проклятое милосердие Ким Чен Ына !",[2],lj
"Но ему , как ни странно , всё понравилось .",[0],lj
"Точнее , удивляло тогда , а сейчас просто разрывает : как ?",[2],lj
"Картинка зацепила , суровая такая , да и актер крутой играет , как потом выяснилось это Клайв Оуэн .",[0],lj
"Это странно , но похоже на правду .",[2],lj
"Паулюс , этот теоретик - размазня , неспособный к практическим действиям , сдавшийся , прежде чем было принято формальное решение , заставил своих спасителей попусту терять время , ожидая его .",[4],lj
"Интересно , что уже тогда , т . е . ещё до монашества , он разительно отличался от других спортсменов своей собранностью , скромностью и не многословием , и даже некоторой обособленностью от других .",[2],lj
Дракон не выдержал и заржал !,[0],lj
То состояние которое реально и странно и страшно в любом из миров .,[3],lj
"Вижу — оттуда , где режется небо дворцов иззубленной линией , Взлетел , простерся орел самодержца , черней , чем раньше , злей , орлинее .",[4],lj
"Мама счастлива , дочка счастлива , торт в подарок оставили и уехали ... Сели мы есть этот торт и понимаем , что ничего в жизни вкуснее не ели никогда !",[0],lj
"Объяснил с улыбкой , что был мал и глуп ... Не серчайте бабуль , я хороший .",[0],lj
""" А как же ,- удивляюсь ,- сперматозоидам прорваться сквозь трусы ?! """,[2],lj
"Потерпевший поражение Роммель ощущал себя уже не древнеримским проконсулом , но исполненным желчи и озлобленным исполнителем , следующей жертвой интриганов .",[4],lj
"Многие ужасные вещи выглядят смешными , эмоция сменяется враз – от злости к смеху , до такой крайности .",[0],lj
"Страх НАЧАЛА обескровил его губы , потушил глаза , придал коже бледно - землистый оттенок .",[3],lj
"Просто вдумайтесь , 28 человек , десяти лет отроду испугались , просто обосрались рассказать правду , думая , наверно , что им за это что-то будет .",[3],lj
"Дивный чай с друзьями - особенно чашка горячего чая после двухчасовой работы на сцене ) Презентация книги стихов Олега Рябова "" Сад осенью ""- в Музее Горького .",[0],lj
"Недостаточно стресса , что-то не так , происходит что-то ужасное , а меня там нет , чтобы это предотвратить , о боже , что сейчас делает мой бывший парень , и могу ли я спасти его с безопасного расстояния ?",[3],lj
"Среди предлагавшихся идей есть довольно забавные : от мобильного приложения с заданиями и вознаграждением до того , чтобы отправить жену в космос .",[0],lj
А он его так долго изучал и всё удивлялся .,[2],lj
"Поэтому она подыхает , поэтому там так жутко .",[3],lj
"Дворец суровый , немного мрачный , очень интересный внутри и снаружи .",[0],lj
"Многих очень сильно удивит : а вот как же так ... вроде бы должна быть просто НСТ1 - 2 , а тут до 20000Гц слышно отлично ?",[2],lj
"Женщины же , как я видел , слушая его , почему-то тускнели , морщились , хмурились .",[1],lj
Попытка в чем-то минимально разобраться – вызывает недоумение .,[2],lj
И что-то совсем жуткое с GRUB и initrd .,[3],lj
"Многие прохожие зависали вокруг , завороженные странным процессом .",[2],lj
Сначала они остолбенели от удивления .,[2],lj
"За 3 года город изменился далеко не в лучшую сторону , в первую очередь в людях ”,“ Да уж , школы битком , в садах дети на полу спят , тазики на дорогах , люди злые , без денег , продуктов нет нормальных .",[4],lj
Злюсь :« Какое неуважение к людям !,[4],lj
А там такое кино странное !,[2],lj
"А удивительно , когда Господь может злое обратить в доброе .",[2],lj
"Потом прочли книгу об анатомии человека - странная книга "" .",[2],lj
"Было ли открытие китайцами ( и кстати практически одновременно японцами , что странно ) каолина случайным или результатом очень многолетних целенаправленных поисков мы уже никогда не узнаем .",[1],lj
А еще меня очень приятно удивила наша регент - предложила закончить спектакль пением калядок .,[2],lj
"Что образ советского солдата в нем не идеализирован , а показана суровая правда войны … Начало шокирует и задает тон всему происходящему после .",[3],lj
"Человеку , говорящему на понятном для « оценщиков » языке , могут простить « неправильную » фразу , а тот , кто говорит на языке непонятном , вызывает лёгкую панику : хрен его знает , что он хочет сказать .",[4],lj
"( ПДД РФ 2015 — 2016 года ), причинив мальчику увечья и психологические страдания .",[1],lj
"Посмотрите обязательно ... Знаете , что удивило ?",[2],lj
"Семёновцы и гости города , очень рада буду встрече !!!",[0],lj
"Занавес упал прежде , чем кислота выела бледные желтки твоих перепуганных глаз .",[3],lj
"Сцена побега снята просто великолепно , ни каких невероятных трюков , только злость , страх и желание выжить .",[0],lj
"Удивленный таким оборотом дел , Федька уже внимательнее поглядел на свои руки .",[2],lj
"Сотрудники британского подразделения «Макдоналдса» опубликовали странную запись на официальной странице в Twitter, которая вызвала недоумение у пользователей соцсетей.",[2],lenta
"По словам друзей женщины, после многих лет ограничения свободы у нее развилась депрессия, и она не может засыпать без лекарств.",[1],lenta
"Представители авиакомпаний заявили, что новые туалеты будут всего на несколько сантиметров уже, однако многие пилоты, бортпроводники и пассажиры не рады нововведениям.",[1],lenta
«Я сразу начала кричать и паниковать.,[3],lenta
"«Нас удивляет позиция ""Газпрома"".",[2],lenta
"И ты можешь быть настолько зол, что ты просто говоришь: ""А, пошло оно все"".",[4],lenta
"После развода с мужем Ван Бруншот решила сменить образ жизни и записалась в тренажерный зал, чтобы отогнать грустные мысли.",[1],lenta
"Старая фарфоровая ваза, десятилетиями пылившаяся на чердаке в обувной коробке, ушла с молотка за 16,2 миллиона евро (1,19 миллиарда рублей).",[2],lenta
"«Казалось, он просто выдумывал на ходу», — изумляется публика.",[2],lenta
"— Особенно изумляет, что тезис ""никто не говорит от моего имени"" содержится в заявлении, которое не зачитывается, к примеру, на камеру самой Юлией, а публикуется на сайте Скотланд-Ярда».",[2],lenta
"Поразившись странным словам ребенка, она выложила снимок в сеть.",[2],lenta
"28 июня стало известно, что официальный Лондон опасается переговоров Трампа и Путина, поскольку после нее Вашингтон может сократить объем своих военных обязательств перед Европой.",[3],lenta
"«Сейчас у меня чувство радости и успокоения, заканчиваю на хорошей ноте, играю на чемпионате мира, в четвертьфинале, в отличной команде, с отличным тренером, с настоящим тренером.",[0],lenta
"«Это ужасно, что у них газопровод, идущий из России.",[4],lenta
"Странно, что они об этом не думали раньше, так как все это было известно», — рассказал он.",[2],lenta
"«Меня остановил полицейский, и меня это достаточно сильно разозлило.",[4],lenta
"По мнению телеведущего, иностранцы боялись увидеть в России пустые полки магазинов, однако обилие товаров в супермаркетах их приятно поразило.",[3],lenta
"Я была в восторге, что он что-то вспомнил», — рассказала девушка.",[0],lenta
Они закинули удочки и веселились на берегу.,[0],lenta
"По словам артистки, во время кастинга для фильма ужасов мужчина привязал ее к стулу, поставил синяк на ее руке и затолкал ей в рот презерватив.",[4],lenta
"Таким образом, проведение конкурса в Израиле в 2019 году находится под угрозой.",[3],lenta
"«Это будет грандиозное выступление артистки, которая соскучилась по своему зрителю.",[0],lenta
Затем он начал угрожать продавщице ножом.,[4],lenta
"Он также отметил, что и в российском обществе наблюдаются  антиамериканские настроения, что тоже нехорошо, поскольку Россия «всегда была настроена очень дружественно и позитивно по отношению к Соединенным Штатам».",[4],lenta
Посмотри на это!» — порадовался английский журналист.,[0],lenta
Бабушка сотрудника Forbes Алекса Конрада (Alex Konrad) увидела гифку в семейном групповом чате и испугалась.,[3],lenta
Как ему удалось сесть на борт?» — удивлялись одни.,[2],lenta
Она посмеялась.,[0],lenta
"Лидер группы «Ленинград», исполнитель песен «В Питере — пить» и «Алкоголик» Сергей Шнуров связал опасения молодежи не дожить до пенсии с употреблением алкоголя и наркотических веществ.",[3],lenta
"«Доктор Пиявка отправляется к следующему пациенту», — пошутил один из комментаторов.",[0],lenta
Поклонники реалити «Остров любви» (Love Island) пришли в ярость из-за идеальных фигур участников нового сезона.,[4],lenta
«Это было удивительно.,[2],lenta
Или это брачный танец?» — недоумевал голос за кадром.,[2],lenta
Ведущие шоу This Morning Филлип Шофилд (Phillip Schofield) и Холли Уиллоуби (Holly Willoughby) были удивлены подобной смелостью.,[2],lenta
"Такая линия вызывает недоумение лондонского дипломатического корпуса, а значит и международного сообщества», — говорится в заявлении.",[2],lenta
В сочетании с его образным вопросом ошибка звучала еще смешнее.,[0],lenta
"«Моя мама в ярости, потому что они издеваются надо мной во всех соцсетях.",[4],lenta
Для меня счастье быть частью этой команды.,[0],lenta
"Билл Гросс был в ярости, когда узнал о сделке.",[4],lenta
Фигуристка выразила недоумение по поводу случившегося.,[2],lenta
Речь премьер-министра Великобритании Терезы Мэй в палате общин об отставке двух членов правительства вызвала смех у собравшихся.,[0],lenta
"Местные бизнесмены выразили опасения, что футбольные болельщики из Великобритании станут причиной беспорядков на улицах, как это было в субботу, 7 июля, после победы англичанин над Швецией в 1/4 финала.",[3],lenta
Однако некоторые зрители остались в ужасе после увиденной фотографии.,[3],lenta
"Президент США Дональд Трамп пошутил о своем единственном поклоннике в НАТО, передает Belfast Telegraph.",[0],lenta
"Певца разозлило, что присутствовавшие чем-то шуршали.",[4],lenta
Французских евреев разозлило решение властей муниципалитета Безон переименовать улицу в честь палестинцев.,[4],lenta
"«Меня приводит в недоумение, что люди по-прежнему испытывают ненависть по этому поводу!",[2],lenta
"Позже в дежурную часть позвонила его жена и подтвердила, что супруг угрожал убить ее с ножом в руках.",[3],lenta
"Учительница, сопровождавшая школьников, выразила недоумение по этому поводу.",[2],lenta
"«Надо обвинить его в домогательстве», — пошутил другой пользователь.",[0],lenta
"Как сказал президент Владимир Путин, друзьям всегда рады в России, совершенно точно, мы еще вернемся сюда.",[0],lenta
"Произошедшее вызвало общественное возмущение, власти обвинили в игнорировании сохраняющейся угрозы со стороны ИГ.",[4],lenta
"«Я не могу объяснить тот поразительный факт, что полиция теперь занимается вопросом въезда в Израиль популярного российского певца.",[2],lenta
«Почему сейчас дети стали настолько жестокими?,[2],lenta
"Я очень рада, что сегодня мы едины в свободной ФРГ.",[0],lenta
«Это отвратительно!» — злилась комментатор по имени Рейчел Скуновер (Rachael Schoonover).,[4],lenta
"По словам стража порядка, он заметил странное отношение к караоке-клубам, как только перевелся на новый участок в районе Квинс.",[2],lenta
Зрители посмеялись над поведением французского болельщика.,[0],lenta
Шпёр поиронизировала над удивлением соотечественников улыбкам на лицах россиян во время чемпионата.,[0],lenta
"«Это ужасно!», — написал один из них.",[1],lenta
"Другие радовались, но недоумевали, как команда смогла добиться таких результатов.",[0 2],lenta
"Американец из штата Нью-Йорк проснулся от того, что на него упала змея, испугался и вызвал спасателей.",[3],lenta
"В целом, Россия воспринимает позицию Великобритании с недоумением, она безответственна и нарушает международное право, заметил Песков.",[2],lenta
"В РПЦ назвали частными и странными суждениями опровержение чудесного происхождения Благодатного огня армянским священником Самуилом Агояном, передает РИА Новости.",[2],lenta
"Месяц назад Трамп назвал его «маленьким ракетчиком» и предупредил, что Северную Корею ждут «невиданные ранее гнев и ярость со стороны США, если Пхеньян продолжит свои ядерные провокации».",[4],lenta
"Телевизионный критик издания The New Yorker Эмили Нуссбаум (Emily Nussbaum) вспомнила о казусе в магазине: «Пошла в супермаркет, зажевала голубую жвачку и так испугалась от взрыва надутого шарика, что вылетела с криком».",[3],lenta
"Некоторые из них они называют искусственными и высказывают опасения, что ограничения негативно скажутся на конкуренции.",[3],lenta
"Он также выразил недоумение, почему следствие не учитывает тот факт, что Украина не выполнила требование ИКАО и не закрыла свое воздушное пространство для полета «Боинга».",[2],lenta
"Я действительно счастлив и никогда не забуду те 50 дней, что мы провели вместе.",[0],lenta
"Бывший президент США Билл Клинтон рассказал в интервью газете Le Parisien, что российское вмешательство в американские выборы привело его в ярость.",[4],lenta
"«Ужасное и пугающее изображение», — отметили посетители страницы.",[3],lenta
"К сожалению, пришлось раньше времени возвращаться к офисным рабочим будням.",[1],lenta
Судьи Верховного индийского суда пригрозили снести мавзолей Тадж-Махал из-за пренебрежительного отношения властей.,[4],lenta
"В частности, Мэй с еле сдерживаемым смехом заявила о благодарности министру иностранных дел Борису Джонсону за «страсть, с которой тот продвигал интересы страны», после чего в зале раздался хохот.",[0],lenta
"Та назвала информацию о смерти Говорухина злой шуткой и подчеркнула, что Говорухин находится в санатории в Барвихе.",[4],lenta
Также Роналду разозлил интерес «Реала» к нападающему ПСЖ Неймару.,[4],lenta
"«Мне удивительны заявления многих международных организаций, ""что это такое — дезинформировали общество"".",[2],lenta
"«Мы признательны за миллионы добрых слов, сказанных гостями чемпионата в адрес России и нашего народа, рады, что им понравилось его гостеприимство и открытость, природа, культура, традиции нашей большой страны.",[0],lenta
"«Вы знаете, даже в деревню заезжаешь, и удивительная интеллигентность в людях.",[2],lenta
"Подписчики назвали происходящее «самым унизительным в мире свиданием», а некоторые недоумевали, почему Макинтош не вмешалась в этот разговор.",[2],lenta
"Мы помним о жестокой и незаконной оккупации Крыма и вторжении в Украину», — подчеркнула президент Литвы.",[4],lenta
"Предложения Верховного суда вызывают недоумение из-за своей поспешности и непроработанности, заявил заместитель председателя СПЧ Евгений Бобров.",[2],lenta
«Моя удивительная жена сделала их для меня семь лет назад.,[2],lenta
"Клинтон добавил, что его приводит в ярость политика президента США Дональда Трампа в области климата, а также он гневается на европейских лидеров, которые не приняли в свои страны мигрантов из Сирии.",[4],lenta
"«Поэтому, мягко говоря, удивляют и шокируют такие заявления неких международных авторитетов.",[2],lenta
"«Этот проект объединяет мои страсти: активность, любовь к путешествиям, мою семью (наша дочь наполовину русская)», — отметила она.",[0],lenta
Пользователи Twitter выразили свое недоумение.,[2],lenta
"Собеседница газеты назвала информацию о смерти режиссера, которую распространил «Московский комсомолец», злой шуткой.",[4],lenta
"«Честно, это все очень странно, ведь за два дня Леонид собирался ехать во Францию, даже написал об этом у себя в Facebook», — рассказал друг кинематографиста Мирослав Гай украинскому «24 каналу».",[2],lenta
"Он превращался в жестокого, злобного и ревнивого человека.",[4],lenta
"«Жертвоприношение, которое совершили в ""Барысе"", — одна из самых странных вещей, которую я когда-либо слышал, честно.",[2],lenta
"«Королева была рада утвердить назначение Джереми Ханта министром иностранных дел», — указано в сообщении.",[0],lenta
"Позднее британец выпустил еще одно видео, в котором порадовался тому, что возвращается в Россию еще на несколько дней.",[0],lenta
"Они нашли фотографии ее сестры, называли женщин «шлюхами» и даже угрожали им жестокой расправой.",[4],lenta
"По данным исследования, действий Москвы больше всего боятся в Финляндии, Эстонии, Румынии, Литве и Польше.",[3],lenta
"— Это воины любви и света, которые защищают Землю от злых пришельцев и всего такого.",[0],lenta
"На изображении Сэдлер смеется, сидя в инвалидной коляске.",[0],lenta
"В апреле сообщалось о питоне, который забрался в постель к 12-летней австралийке и напугал ее до истерики.",[3],lenta
"Повторяю еще раз: мы с ПИДАРАСТАМИ на сделки не идем, здесь вопрос принципа и речь о травмах которые останутся на всю жизнь», — написал Тимати (орфография и пунктуация автора сохранены).",[4],lenta
"Жительница Индии отказалась заключать брак с женихом во время свадебной церемонии, когда он испугался грозы.",[3],lenta
"А оппозиционный сенатор назвал филиппинского лидера злым человеком, чьи слова «согласуются с обманом, бессердечностью и безжалостностью его политики».",[4],lenta
"Кому, если не вам, удивлять, зажигать и становится новыми артистами?",[2],lenta
"«Честно, ты в безопасности», — добавил Коуэлл, после чего Уолш громко рассмеялся.",[0],lenta
"Американка из штата Юта Эллисон Чарнецки (Allison Czarnecki) рассказала в своем Twitter-аккаунте о наиболее странных именах, которые детям дают их родители.",[2],lenta
"При этом британцы поведали, что большинство их друзей, не решившихся поехать на ЧМ, боялись именно стихийных драк.",[3],lenta
"Не уверена, что у меня получилось, но это был удивительный опыт», — подписала Шарапова фото со съемок.",[2],lenta
"Майкл рассказывал ему, что настолько боялся своего родителя, что его рвало каждый раз, как он его видел.",[3],lenta
"Те в ужасе разбегаются, пока дрессировщики отгоняют напавших животных от жертвы.",[3],lenta
"Мы рады, что наши гости все увидели своими глазами, что рухнули мифы и предубеждения», — заявил он.",[0],lenta
"«Иисус, ""Остров любви"" — это какое-то злое, примитивное и интеллектуально апокалиптическое мегасексистское говно.",[4],lenta
"Медсестра, позирующая на фоне беглеца, подняла большой палец вверх и улыбнулась.",[0],lenta
"Поздравления молодой чемпионке, это удивительное достижение!» — написала она.",[0],lenta
«Очень странное случилось со мной по дороге домой сегодня вечером.,[2],lenta
"Внимание пользователей Twitter привлекла странная посадка его синего пальто, и они высказали свои предположения по поводу ее происхождения.",[2],lenta
"Угрожая оружием, злоумышленники вывезли потерпевших в район Лужковского кладбища.",[3 4],lenta
"«Посудите сами, если он наркобарон, которого из него делают, то странно, что у него весь этот товар лежит больше года под лестницей и никакой реакции с его стороны нет», — подчеркнул он.",[2],lenta
Это удивительно для дошкольника.,[2],lenta
"— Она вбежала прямо в воду, но гиппопотамы, как ни странно, попытались спасти ее и вытолкнули на берег».",[2],lenta
"Они предположили, что в этой сцене школьники учатся сражаться с боггартом (привидение, способное превращаться в существо, которого стоящий перед ним человек боится больше всего).",[3],lenta
"Кроме того, Лоза высказал недоумение по поводу слов Макаревича о том, что Останкинская башня посредством 25-го кадра превращает людей в дебилов.",[2],lenta
Жители Бенидорма боятся возможных столкновений с английскими фанатами.,[3],lenta
Пользователи одного из популярнейших в мире развлекательных порталов Reddit выразили недоумение по поводу формы конькобежек из Соединенных Штатов Америки на Олимпиаде в Пхенчхане.,[2],lenta
"«Что-то странное происходит во всем мире, и это только добавляет вопросов...» — переживает Майк Росси (Mike Rossi).",[2],lenta
"Я так боялась, что он изменится навсегда, но чувствовала, что наш Гарт здесь, с нами».",[3],lenta
"Дизайнер заявил, что его сотрудники добросовестно и терпеливо выполняли работу в двойном объеме, однако в благодарность получили месть и подлость.",[1],lenta
"Фрейзер рассказала, что ее постоянно дразнили в школе из-за лишнего веса и за то, что она одевалась в готическом стиле: «У меня была очень низкая самооценка, а также развились депрессия и тревожность.",[3],lenta
"Спикер палаты общин Джон Беркоу с иронией призвал парламентариев к порядку, заявив, что ему «интересно слушать о столь важных вещах».",[4],lenta
"«Я, честно говоря, не думал, что на меня нападут во время поездки, но не могу сказать, что хоть чему-нибудь удивляюсь во время работы в Uber», — заключил он.",[2],lenta
Екатеринбургские коллекторы пригрозили многодетному отцу заразить его малолетних детей.,[4],lenta
"Снимок сестры Ким Кардашьян вызвал насмешки подписчиков, сравнивших цвет помады с содержимым детских подгузников.",[0],lenta
"В комментариях под записью девушки недоумевали, для чего предназначен этот предмет одежды.",[2],lenta
"«У нас был парень, который на обеде смешивал всю еду и напитки в один странный суп и съедал его», — поведал мужчина под ником sonicman501.",[2],lenta
"Зрители посмеялись над поведением взрослой женщины, которая без промедления бросилась избивать танцовщиц.",[0],lenta
"Он встал рядом с журналисткой и начал широко улыбаться, периодически поглядывая в камеру.",[0],lenta
Все они жаловались на оскорбительные сообщения и угрозы изнасилования.,[4],lenta
"Мы пытаемся убежать от ужасов, происходивших в истории ХХ века, но в итоге странным образом получается, что опять к ним стремимся», — объяснил Наставшев.",[3],lenta
"«""Ювентус"" станет последним клубом Криштиану, и я рад, что он принял такое решение.",[0],lenta
"Он посетовал на то, что непосредственно погрузиться в эту атмосферу он не смог, «хотя, конечно, в курсе всего, что происходило».",[1],lenta
"Мужчина отказался подавать заявление в органы, боясь, что его выдворят из страны.",[3],lenta
"Ничто не изменилось в моей работе и занятости (так что все замечания про говноактрису из инстаграма топают нахер, говноактриса я и без инстаграма)», — написала она в комментарии в фото.",[4],lenta
"Я не думала, что у кого-то были такие же проблемы, так что я рада, что не одна, теперь я знаю, что проблема в приложении, а не с моим телефоном.",[0],lenta
«Какие разительные перемены!» — восхищались они снимками.,[0],lenta
"Это был самый прекрасный и удивительный артист, голос нашего детства.",[0],lenta
"По ее словам, преступник нацелился на юных, черных и бедных, которые слишком напуганы, чтобы рассказывать о случившемся.",[3],lenta
"Я смотрю на европейские города и, я могу поточнее быть, если хотите... У вас ужаснейший мэр, который отвратительно делает свою работу в Лондоне», — сказал глава Соединенных Штатов.",[4],lenta
"Я был счастлив здесь», — отметил форвард.",[0],lenta
"«Мы считаем, что для дальнейших партнерских отношений от этих действий очень нехороший эффект», — сказал он, добавив, что ряд европейских государств оказались «удивлены такими действиями украинского ""Нафтогаза""».",[2],lenta
Пресс-секретарь Комитета по чрезвычайным ситуациям Министерства внутренних дел республики Руслан Иманкулов назвал эти цифры пугающими.,[3],lenta
"Колумбийцы не советуют футболистам возвращаться на родину, угрожая расправой за нереализованные пенальти в послематчевой серии.",[4],lenta
"В комментариях к записи юзеры предположили, что на странное поведение муравьев повлияла вибрация телефона.",[2],lenta
"Это не первый случай, когда в школе Great Yarmouth Charter вводят странные правила.",[2],lenta
"По словам Болтона, в регионе стратегическая проблема — это не президент Сирии Башар Асад, а именно Иран. Он отметил, что опасения вызывает растущее присутствие сил Тегерана в соседних странах.",[3],lenta
"«Я всегда удивлялся, как люди изображают волосы, и теперь я не могу перестать смотреть на это», — признается другой микроблогер.",[2],lenta
"Предосторожность вызвана опасением, что, в случае отстыковки «Пирса» до запуска «Науки» и обнаружения каких-либо неполадок на последнем, российский сегмент может остаться сразу без обоих модулей.",[3],lenta
